received_unique,recv_total,total_expected,delivery_rate,duplicate_rate,duplicates,out_of_order,lagged_events,lat_min,lat_p50,lat_p90,lat_p99,lat_max,ldh_min,ldh_p50,ldh_p90,ldh_p99,ldh_max,convergence_time_ms,pr_avg_ratio,rt_avg_ms,rt_p50_ms,rt_p90_ms,rt_max_ms,disconnect_events,reconnect_events,reconnect_samples,joined,join_wait_ms,saw_test,timed_out_no_data,peer,uc,run,sender_joined
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,202490.0,1.0,1.0,1.0,1.0,1.0,1,1,1,True,1773,True,False,peer1,UC4_P10,run-20251201-165245_uc4_p10_m2000_r10_s256_RELAY,True
2000,2000,2000,1.0,0.0,0,136,0,35.0,103.0,310.0,523.0,868.0,1.0,1.0,2.0,2.0,3.0,202682.0,1.0,,,,,1,0,0,True,1398,True,False,peer10,UC4_P10,run-20251201-165245_uc4_p10_m2000_r10_s256_RELAY,True
2000,2000,2000,1.0,0.0,0,191,0,34.0,99.0,295.0,521.0,1165.0,0.0,1.0,1.0,2.0,3.0,203263.0,1.0,14106.0,28076.0,28076.0,28076.0,3,2,2,True,3488,True,False,peer2,UC4_P10,run-20251201-165245_uc4_p10_m2000_r10_s256_RELAY,True
0,0,0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,False,30001,False,True,peer3,UC4_P10,run-20251201-165245_uc4_p10_m2000_r10_s256_RELAY,True
2000,2000,2000,1.0,0.0,0,146,0,31.0,108.0,323.0,602.0,2019.0,1.0,1.0,2.0,2.0,3.0,202537.0,1.0,,,,,1,0,0,True,3275,True,False,peer4,UC4_P10,run-20251201-165245_uc4_p10_m2000_r10_s256_RELAY,True
2000,2000,2000,1.0,0.0,0,214,0,34.0,100.0,277.0,404.0,544.0,0.0,1.0,1.0,2.0,3.0,202555.0,1.0,42.0,42.0,42.0,42.0,1,1,1,True,2759,True,False,peer5,UC4_P10,run-20251201-165245_uc4_p10_m2000_r10_s256_RELAY,True
0,0,0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,False,30002,False,True,peer6,UC4_P10,run-20251201-165245_uc4_p10_m2000_r10_s256_RELAY,True
0,0,0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,False,30001,False,True,peer7,UC4_P10,run-20251201-165245_uc4_p10_m2000_r10_s256_RELAY,True
0,0,0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,False,30001,False,True,peer8,UC4_P10,run-20251201-165245_uc4_p10_m2000_r10_s256_RELAY,True
2000,2000,2000,1.0,0.0,0,216,0,35.0,101.0,282.0,420.0,596.0,0.0,1.0,1.0,2.0,3.0,202538.0,1.0,768.0,1356.0,1356.0,1356.0,3,2,2,True,1273,True,False,peer9,UC4_P10,run-20251201-165245_uc4_p10_m2000_r10_s256_RELAY,True
